Disease,Patient_Description
Heart_Disease,"Buke jeno pathor chap diya rakhche! Hat-pa kape, kokhono kokhono gham hote thake. Amar ki hoise bole paren?"
Heart_Disease,"Buke emon jwalapora kortese, jeno morich lagche! Byathata kandheo jai, kokhono kokhono vomi-vomi lage. Eita ki heart-er shomossha?"
Heart_Disease,"Ami to ekdom kahil! Hotat khub durbol lage, buke tightness, kokhono kokhono thanda gham hoy. Hridspandan kemon jeno oniyomito hoy."
Heart_Disease,"Buke jeno pathor chap diya rakhche! Hat-pa kape, kokhono kokhono gham hote thake. Amar ki hoise bole paren?"
Heart_Disease,"Doctor sab, sirri diye uthle hotat shashkoshto hoy, hate jhijhi dhore. Matha ghurtase, ami ekhon ki kormu?"
Heart_Disease,"Doctor saheb, got dui din dhira buke chap, kokhono kokhono byatha hate chhoriye. Hridspondan druto hoy, ami khub chintito."
Heart_Disease,"Hotat korei buk dhorfod, bahuta obosh hoye jai. Kokhono kokhono matha ghora ar vomi bhab. Eita kotota serious doctor?"
Heart_Disease,"Doctor saheb, got dui din dhira buke chap, kokhono kokhono byatha hate chhoriye. Hridspondan druto hoy, ami khub chintito."
Heart_Disease,"Doctor sab, sirri diye uthle hotat shashkoshto hoy, hate jhijhi dhore. Matha ghurtase, ami ekhon ki kormu?"
Heart_Disease,"Ami to ekdom kahil! Hotat khub durbol lage, buke tightness, kokhono kokhono thanda gham hoy. Hridspandan kemon jeno oniyomito hoy."
Heart_Disease,"Doctor bhai, ektu hatahati korlei bukta dhorfod kore, byathata pith-e chhoriya jai. Kokhono kokhono shash nite kosto hoy."
Heart_Disease,"Buke tightness, nisshash nite kosto, kokhono kokhono byatha golar dike uthe. Hridspandan oniyomito, ami to khub panic kortesi doctor!"
Heart_Disease,"Ami to ekdom kahil! Hotat khub durbol lage, buke tightness, kokhono kokhono thanda gham hoy. Hridspandan kemon jeno oniyomito hoy."
Heart_Disease,"Doctor saheb, got dui din dhira buke chap, kokhono kokhono byatha hate chhoriye. Hridspondan druto hoy, ami khub chintito."
Heart_Disease,"Buke jeno pathor chap diya rakhche! Hat-pa kape, kokhono kokhono gham hote thake. Amar ki hoise bole paren?"
Heart_Disease,"Got tin din dhira buke chap, hate halka jhijhi dhore. Kokhono kokhono shash nite kosto hoy. Ami ki korb ekhon?"
Heart_Disease,"Hay Allah! Hotat korei buke dhoras kore byatha, galay kemon jeno chap lage. Matha ghurtase, ami to khub voy paisi doctor!"
Heart_Disease,"Doctor bhai, ektu hatahati korlei bukta dhorfod kore, byathata pith-e chhoriya jai. Kokhono kokhono shash nite kosto hoy."
Heart_Disease,"Buker vetore kemon jeno tan tan kortese, kokhono kokhono byatha golar dike uthe ashe. Ghome jai, khub osusthi lage doctor."
Heart_Disease,"Doctor bhai, ektu kaj korlei buke tibro byatha, kokhono kokhono shash nite pari na. Byathata kandheo chhoriye, khub tension lagtesi."
Heart_Disease,"Buker vetore kemon jeno tan tan kortese, kokhono kokhono byatha golar dike uthe ashe. Ghome jai, khub osusthi lage doctor."
Heart_Disease,"Doctor bhai, ektu hatahati korlei bukta dhorfod kore, byathata pith-e chhoriya jai. Kokhono kokhono shash nite kosto hoy."
Heart_Disease,"Buker vetore kemon jeno tan tan kortese, kokhono kokhono byatha golar dike uthe ashe. Ghome jai, khub osusthi lage doctor."
Heart_Disease,"Doctor sab, ami khub osusth. Buke byatha, kokhono kokhono matha ghura, hatahati korle byatha barhe. Eita ki heart attack-er lokkho?"
Heart_Disease,"Hotat korei buk dhorfod, bahuta obosh hoye jai. Kokhono kokhono matha ghora ar vomi bhab. Eita kotota serious doctor?"
Heart_Disease,"Doctor saheb, buke ki jeno chap diya rakhche! Hamp dhore asche, hate tan tan byatha. Ektu hatlei ghame vije jai."
Heart_Disease,"Buke emon jwalapora kortese, jeno morich lagche! Byathata kandheo jai, kokhono kokhono vomi-vomi lage. Eita ki heart-er shomossha?"
Heart_Disease,"Doctor sab, ami khub osusth. Buke byatha, kokhono kokhono matha ghura, hatahati korle byatha barhe. Eita ki heart attack-er lokkho?"
Heart_Disease,"Ami to ekdom kahil! Hotat khub durbol lage, buke tightness, kokhono kokhono thanda gham hoy. Hridspandan kemon jeno oniyomito hoy."
Heart_Disease,"Doctor saheb, got dui din dhira buke chap, kokhono kokhono byatha hate chhoriye. Hridspondan druto hoy, ami khub chintito."
Heart_Disease,"Hay Allah! Hotat korei buke dhoras kore byatha, galay kemon jeno chap lage. Matha ghurtase, ami to khub voy paisi doctor!"
Heart_Disease,"Doctor saheb, hotat buke dhoras kore byatha, kokhono kokhono gham ar matha ghura. Voy lagtesi, ekdom bhalo lagtesi na."
Heart_Disease,"Hotat korei buk dhorfod, bahuta obosh hoye jai. Kokhono kokhono matha ghora ar vomi bhab. Eita kotota serious doctor?"
Heart_Disease,"Doctor bhai, ektu hatahati korlei bukta dhorfod kore, byathata pith-e chhoriya jai. Kokhono kokhono shash nite kosto hoy."
Heart_Disease,"Doctor sab, ami khub osusth. Buke byatha, kokhono kokhono matha ghura, hatahati korle byatha barhe. Eita ki heart attack-er lokkho?"
Heart_Disease,"Hay Allah! Hotat korei buke dhoras kore byatha, galay kemon jeno chap lage. Matha ghurtase, ami to khub voy paisi doctor!"
Heart_Disease,"Doctor saheb, buke ki jeno chap diya rakhche! Hamp dhore asche, hate tan tan byatha. Ektu hatlei ghame vije jai."
Heart_Disease,"Buke tightness, nisshash nite kosto, kokhono kokhono byatha golar dike uthe. Hridspandan oniyomito, ami to khub panic kortesi doctor!"
Heart_Disease,"Doctor bhai, ektu kaj korlei buke tibro byatha, kokhono kokhono shash nite pari na. Byathata kandheo chhoriye, khub tension lagtesi."
Heart_Disease,"Buke tightness, nisshash nite kosto, kokhono kokhono byatha golar dike uthe. Hridspandan oniyomito, ami to khub panic kortesi doctor!"
Heart_Disease,"Got tin din dhira buke chap, hate halka jhijhi dhore. Kokhono kokhono shash nite kosto hoy. Ami ki korb ekhon?"
Heart_Disease,"Doctor bhai, ektu hatahati korlei bukta dhorfod kore, byathata pith-e chhoriya jai. Kokhono kokhono shash nite kosto hoy."
Heart_Disease,"Hotat korei buk dhorfod, bahuta obosh hoye jai. Kokhono kokhono matha ghora ar vomi bhab. Eita kotota serious doctor?"
Heart_Disease,"Buker vetore kemon jeno tan tan kortese, kokhono kokhono byatha golar dike uthe ashe. Ghome jai, khub osusthi lage doctor."
Heart_Disease,"Buke emon jwalapora kortese, jeno morich lagche! Byathata kandheo jai, kokhono kokhono vomi-vomi lage. Eita ki heart-er shomossha?"
Heart_Disease,"Ami to ekdom kahil! Hotat khub durbol lage, buke tightness, kokhono kokhono thanda gham hoy. Hridspandan kemon jeno oniyomito hoy."
Heart_Disease,"Doctor sab, ami khub osusth. Buke byatha, kokhono kokhono matha ghura, hatahati korle byatha barhe. Eita ki heart attack-er lokkho?"
Heart_Disease,"Ami to ekdom kahil! Hotat khub durbol lage, buke tightness, kokhono kokhono thanda gham hoy. Hridspandan kemon jeno oniyomito hoy."
Heart_Disease,"Ami to ekdom kahil! Hotat khub durbol lage, buke tightness, kokhono kokhono thanda gham hoy. Hridspandan kemon jeno oniyomito hoy."
Heart_Disease,"Doctor saheb, got dui din dhira buke chap, kokhono kokhono byatha hate chhoriye. Hridspondan druto hoy, ami khub chintito."
Heart_Disease,"Hotat korei buk dhorfod, bahuta obosh hoye jai. Kokhono kokhono matha ghora ar vomi bhab. Eita kotota serious doctor?"
Heart_Disease,"Doctor saheb, hotat buke dhoras kore byatha, kokhono kokhono gham ar matha ghura. Voy lagtesi, ekdom bhalo lagtesi na."
Heart_Disease,"Doctor bhai, ektu hatahati korlei bukta dhorfod kore, byathata pith-e chhoriya jai. Kokhono kokhono shash nite kosto hoy."
Heart_Disease,"Ami to ekdom kahil! Hotat khub durbol lage, buke tightness, kokhono kokhono thanda gham hoy. Hridspandan kemon jeno oniyomito hoy."
Heart_Disease,"Buke jeno pathor chap diya rakhche! Hat-pa kape, kokhono kokhono gham hote thake. Amar ki hoise bole paren?"
Heart_Disease,"Buke jeno pathor chap diya rakhche! Hat-pa kape, kokhono kokhono gham hote thake. Amar ki hoise bole paren?"
Heart_Disease,"Doctor bhai, ektu kaj korlei buke tibro byatha, kokhono kokhono shash nite pari na. Byathata kandheo chhoriye, khub tension lagtesi."
Heart_Disease,"Buke tightness, nisshash nite kosto, kokhono kokhono byatha golar dike uthe. Hridspandan oniyomito, ami to khub panic kortesi doctor!"
Heart_Disease,"Doctor sab, sirri diye uthle hotat shashkoshto hoy, hate jhijhi dhore. Matha ghurtase, ami ekhon ki kormu?"
Heart_Disease,"Buke emon jwalapora kortese, jeno morich lagche! Byathata kandheo jai, kokhono kokhono vomi-vomi lage. Eita ki heart-er shomossha?"
Heart_Disease,"Ami to ekdom kahil! Hotat khub durbol lage, buke tightness, kokhono kokhono thanda gham hoy. Hridspandan kemon jeno oniyomito hoy."
Heart_Disease,"Buker vetore kemon jeno tan tan kortese, kokhono kokhono byatha golar dike uthe ashe. Ghome jai, khub osusthi lage doctor."
Heart_Disease,"Hay Allah! Hotat korei buke dhoras kore byatha, galay kemon jeno chap lage. Matha ghurtase, ami to khub voy paisi doctor!"
Heart_Disease,"Hay Allah! Hotat korei buke dhoras kore byatha, galay kemon jeno chap lage. Matha ghurtase, ami to khub voy paisi doctor!"
Heart_Disease,"Got tin din dhira buke chap, hate halka jhijhi dhore. Kokhono kokhono shash nite kosto hoy. Ami ki korb ekhon?"
Heart_Disease,"Buke jeno pathor chap diya rakhche! Hat-pa kape, kokhono kokhono gham hote thake. Amar ki hoise bole paren?"
Heart_Disease,"Doctor bhai, ektu hatahati korlei bukta dhorfod kore, byathata pith-e chhoriya jai. Kokhono kokhono shash nite kosto hoy."
Heart_Disease,"Doctor saheb, buke ki jeno chap diya rakhche! Hamp dhore asche, hate tan tan byatha. Ektu hatlei ghame vije jai."
Heart_Disease,"Doctor bhai, ektu hatahati korlei bukta dhorfod kore, byathata pith-e chhoriya jai. Kokhono kokhono shash nite kosto hoy."
Heart_Disease,"Doctor saheb, buke ki jeno chap diya rakhche! Hamp dhore asche, hate tan tan byatha. Ektu hatlei ghame vije jai."
Heart_Disease,"Doctor sab, sirri diye uthle hotat shashkoshto hoy, hate jhijhi dhore. Matha ghurtase, ami ekhon ki kormu?"
Heart_Disease,"Doctor bhai, ektu kaj korlei buke tibro byatha, kokhono kokhono shash nite pari na. Byathata kandheo chhoriye, khub tension lagtesi."
Heart_Disease,"Buke jeno pathor chap diya rakhche! Hat-pa kape, kokhono kokhono gham hote thake. Amar ki hoise bole paren?"
Heart_Disease,"Got tin din dhira buke chap, hate halka jhijhi dhore. Kokhono kokhono shash nite kosto hoy. Ami ki korb ekhon?"
Heart_Disease,"Doctor saheb, got dui din dhira buke chap, kokhono kokhono byatha hate chhoriye. Hridspondan druto hoy, ami khub chintito."
Heart_Disease,"Buker vetore kemon jeno tan tan kortese, kokhono kokhono byatha golar dike uthe ashe. Ghome jai, khub osusthi lage doctor."
Heart_Disease,"Doctor saheb, buke ki jeno chap diya rakhche! Hamp dhore asche, hate tan tan byatha. Ektu hatlei ghame vije jai."
Heart_Disease,"Doctor bhai, ektu hatahati korlei bukta dhorfod kore, byathata pith-e chhoriya jai. Kokhono kokhono shash nite kosto hoy."
Heart_Disease,"Buke emon jwalapora kortese, jeno morich lagche! Byathata kandheo jai, kokhono kokhono vomi-vomi lage. Eita ki heart-er shomossha?"
Heart_Disease,"Doctor bhai, ektu kaj korlei buke tibro byatha, kokhono kokhono shash nite pari na. Byathata kandheo chhoriye, khub tension lagtesi."
Heart_Disease,"Doctor sab, sirri diye uthle hotat shashkoshto hoy, hate jhijhi dhore. Matha ghurtase, ami ekhon ki kormu?"
Heart_Disease,"Doctor saheb, got dui din dhira buke chap, kokhono kokhono byatha hate chhoriye. Hridspondan druto hoy, ami khub chintito."
Heart_Disease,"Ami to ekdom kahil! Hotat khub durbol lage, buke tightness, kokhono kokhono thanda gham hoy. Hridspandan kemon jeno oniyomito hoy."
Heart_Disease,"Hotat korei buk dhorfod, bahuta obosh hoye jai. Kokhono kokhono matha ghora ar vomi bhab. Eita kotota serious doctor?"
Heart_Disease,"Doctor saheb, buke ki jeno chap diya rakhche! Hamp dhore asche, hate tan tan byatha. Ektu hatlei ghame vije jai."
Heart_Disease,"Hotat korei buk dhorfod, bahuta obosh hoye jai. Kokhono kokhono matha ghora ar vomi bhab. Eita kotota serious doctor?"
Heart_Disease,"Buke jeno pathor chap diya rakhche! Hat-pa kape, kokhono kokhono gham hote thake. Amar ki hoise bole paren?"
Heart_Disease,"Doctor saheb, hotat buke dhoras kore byatha, kokhono kokhono gham ar matha ghura. Voy lagtesi, ekdom bhalo lagtesi na."
Heart_Disease,"Buke tightness, nisshash nite kosto, kokhono kokhono byatha golar dike uthe. Hridspandan oniyomito, ami to khub panic kortesi doctor!"
Heart_Disease,"Doctor sab, ami khub osusth. Buke byatha, kokhono kokhono matha ghura, hatahati korle byatha barhe. Eita ki heart attack-er lokkho?"
Heart_Disease,"Hotat korei buk dhorfod, bahuta obosh hoye jai. Kokhono kokhono matha ghora ar vomi bhab. Eita kotota serious doctor?"
Heart_Disease,"Got tin din dhira buke chap, hate halka jhijhi dhore. Kokhono kokhono shash nite kosto hoy. Ami ki korb ekhon?"
Heart_Disease,"Doctor bhai, ektu hatahati korlei bukta dhorfod kore, byathata pith-e chhoriya jai. Kokhono kokhono shash nite kosto hoy."
Heart_Disease,"Buke tightness, nisshash nite kosto, kokhono kokhono byatha golar dike uthe. Hridspandan oniyomito, ami to khub panic kortesi doctor!"
Heart_Disease,"Buker vetore kemon jeno tan tan kortese, kokhono kokhono byatha golar dike uthe ashe. Ghome jai, khub osusthi lage doctor."
Heart_Disease,"Buke emon jwalapora kortese, jeno morich lagche! Byathata kandheo jai, kokhono kokhono vomi-vomi lage. Eita ki heart-er shomossha?"
Heart_Disease,"Buke tightness, nisshash nite kosto, kokhono kokhono byatha golar dike uthe. Hridspandan oniyomito, ami to khub panic kortesi doctor!"
Heart_Disease,"Got tin din dhira buke chap, hate halka jhijhi dhore. Kokhono kokhono shash nite kosto hoy. Ami ki korb ekhon?"
Heart_Disease,"Hay Allah! Hotat korei buke dhoras kore byatha, galay kemon jeno chap lage. Matha ghurtase, ami to khub voy paisi doctor!"
Heart_Disease,"Doctor saheb, got dui din dhira buke chap, kokhono kokhono byatha hate chhoriye. Hridspondan druto hoy, ami khub chintito."
Heart_Disease,"Doctor saheb, buke ki jeno chap diya rakhche! Hamp dhore asche, hate tan tan byatha. Ektu hatlei ghame vije jai."
Heart_Disease,"Ami to ekdom kahil! Hotat khub durbol lage, buke tightness, kokhono kokhono thanda gham hoy. Hridspandan kemon jeno oniyomito hoy."
Heart_Disease,"Buke tightness, nisshash nite kosto, kokhono kokhono byatha golar dike uthe. Hridspandan oniyomito, ami to khub panic kortesi doctor!"
Heart_Disease,"Doctor saheb, buke ki jeno chap diya rakhche! Hamp dhore asche, hate tan tan byatha. Ektu hatlei ghame vije jai."
Heart_Disease,"Hotat korei buk dhorfod, bahuta obosh hoye jai. Kokhono kokhono matha ghora ar vomi bhab. Eita kotota serious doctor?"
Heart_Disease,"Hotat korei buk dhorfod, bahuta obosh hoye jai. Kokhono kokhono matha ghora ar vomi bhab. Eita kotota serious doctor?"
Heart_Disease,"Buke jeno pathor chap diya rakhche! Hat-pa kape, kokhono kokhono gham hote thake. Amar ki hoise bole paren?"
Heart_Disease,"Doctor sab, sirri diye uthle hotat shashkoshto hoy, hate jhijhi dhore. Matha ghurtase, ami ekhon ki kormu?"
Heart_Disease,"Doctor saheb, buke ki jeno chap diya rakhche! Hamp dhore asche, hate tan tan byatha. Ektu hatlei ghame vije jai."
Heart_Disease,"Doctor saheb, got dui din dhira buke chap, kokhono kokhono byatha hate chhoriye. Hridspondan druto hoy, ami khub chintito."
Heart_Disease,"Buke tightness, nisshash nite kosto, kokhono kokhono byatha golar dike uthe. Hridspandan oniyomito, ami to khub panic kortesi doctor!"
Heart_Disease,"Buke emon jwalapora kortese, jeno morich lagche! Byathata kandheo jai, kokhono kokhono vomi-vomi lage. Eita ki heart-er shomossha?"
Heart_Disease,"Got tin din dhira buke chap, hate halka jhijhi dhore. Kokhono kokhono shash nite kosto hoy. Ami ki korb ekhon?"
Heart_Disease,"Doctor saheb, buke ki jeno chap diya rakhche! Hamp dhore asche, hate tan tan byatha. Ektu hatlei ghame vije jai."
Heart_Disease,"Got tin din dhira buke chap, hate halka jhijhi dhore. Kokhono kokhono shash nite kosto hoy. Ami ki korb ekhon?"
Heart_Disease,"Doctor sab, ami khub osusth. Buke byatha, kokhono kokhono matha ghura, hatahati korle byatha barhe. Eita ki heart attack-er lokkho?"
Heart_Disease,"Doctor saheb, buke ki jeno chap diya rakhche! Hamp dhore asche, hate tan tan byatha. Ektu hatlei ghame vije jai."
Heart_Disease,"Buke tightness, nisshash nite kosto, kokhono kokhono byatha golar dike uthe. Hridspandan oniyomito, ami to khub panic kortesi doctor!"
Heart_Disease,"Buke emon jwalapora kortese, jeno morich lagche! Byathata kandheo jai, kokhono kokhono vomi-vomi lage. Eita ki heart-er shomossha?"
Heart_Disease,"Got tin din dhira buke chap, hate halka jhijhi dhore. Kokhono kokhono shash nite kosto hoy. Ami ki korb ekhon?"
Heart_Disease,"Doctor bhai, ektu kaj korlei buke tibro byatha, kokhono kokhono shash nite pari na. Byathata kandheo chhoriye, khub tension lagtesi."
Heart_Disease,"Buke jeno pathor chap diya rakhche! Hat-pa kape, kokhono kokhono gham hote thake. Amar ki hoise bole paren?"
Heart_Disease,"Buker vetore kemon jeno tan tan kortese, kokhono kokhono byatha golar dike uthe ashe. Ghome jai, khub osusthi lage doctor."
Heart_Disease,"Doctor bhai, ektu hatahati korlei bukta dhorfod kore, byathata pith-e chhoriya jai. Kokhono kokhono shash nite kosto hoy."
Heart_Disease,"Buke tightness, nisshash nite kosto, kokhono kokhono byatha golar dike uthe. Hridspandan oniyomito, ami to khub panic kortesi doctor!"
Heart_Disease,"Got tin din dhira buke chap, hate halka jhijhi dhore. Kokhono kokhono shash nite kosto hoy. Ami ki korb ekhon?"
Heart_Disease,"Doctor saheb, hotat buke dhoras kore byatha, kokhono kokhono gham ar matha ghura. Voy lagtesi, ekdom bhalo lagtesi na."
Heart_Disease,"Doctor sab, sirri diye uthle hotat shashkoshto hoy, hate jhijhi dhore. Matha ghurtase, ami ekhon ki kormu?"
Heart_Disease,"Doctor sab, ami khub osusth. Buke byatha, kokhono kokhono matha ghura, hatahati korle byatha barhe. Eita ki heart attack-er lokkho?"
Heart_Disease,"Doctor bhai, ektu kaj korlei buke tibro byatha, kokhono kokhono shash nite pari na. Byathata kandheo chhoriye, khub tension lagtesi."
Heart_Disease,"Got tin din dhira buke chap, hate halka jhijhi dhore. Kokhono kokhono shash nite kosto hoy. Ami ki korb ekhon?"
Heart_Disease,"Buke jeno pathor chap diya rakhche! Hat-pa kape, kokhono kokhono gham hote thake. Amar ki hoise bole paren?"
Heart_Disease,"Hotat korei buk dhorfod, bahuta obosh hoye jai. Kokhono kokhono matha ghora ar vomi bhab. Eita kotota serious doctor?"
Heart_Disease,"Hotat korei buk dhorfod, bahuta obosh hoye jai. Kokhono kokhono matha ghora ar vomi bhab. Eita kotota serious doctor?"
Heart_Disease,"Doctor saheb, hotat buke dhoras kore byatha, kokhono kokhono gham ar matha ghura. Voy lagtesi, ekdom bhalo lagtesi na."
Heart_Disease,"Doctor sab, ami khub osusth. Buke byatha, kokhono kokhono matha ghura, hatahati korle byatha barhe. Eita ki heart attack-er lokkho?"
Heart_Disease,"Doctor bhai, ektu hatahati korlei bukta dhorfod kore, byathata pith-e chhoriya jai. Kokhono kokhono shash nite kosto hoy."
Heart_Disease,"Doctor sab, ami khub osusth. Buke byatha, kokhono kokhono matha ghura, hatahati korle byatha barhe. Eita ki heart attack-er lokkho?"
Heart_Disease,"Got tin din dhira buke chap, hate halka jhijhi dhore. Kokhono kokhono shash nite kosto hoy. Ami ki korb ekhon?"
Heart_Disease,"Doctor saheb, buke ki jeno chap diya rakhche! Hamp dhore asche, hate tan tan byatha. Ektu hatlei ghame vije jai."
Heart_Disease,"Hay Allah! Hotat korei buke dhoras kore byatha, galay kemon jeno chap lage. Matha ghurtase, ami to khub voy paisi doctor!"
Heart_Disease,"Hay Allah! Hotat korei buke dhoras kore byatha, galay kemon jeno chap lage. Matha ghurtase, ami to khub voy paisi doctor!"
Heart_Disease,"Doctor bhai, ektu hatahati korlei bukta dhorfod kore, byathata pith-e chhoriya jai. Kokhono kokhono shash nite kosto hoy."
Heart_Disease,"Doctor bhai, ektu hatahati korlei bukta dhorfod kore, byathata pith-e chhoriya jai. Kokhono kokhono shash nite kosto hoy."
Heart_Disease,"Doctor sab, sirri diye uthle hotat shashkoshto hoy, hate jhijhi dhore. Matha ghurtase, ami ekhon ki kormu?"
Heart_Disease,"Buke emon jwalapora kortese, jeno morich lagche! Byathata kandheo jai, kokhono kokhono vomi-vomi lage. Eita ki heart-er shomossha?"
Heart_Disease,"Buke jeno pathor chap diya rakhche! Hat-pa kape, kokhono kokhono gham hote thake. Amar ki hoise bole paren?"
Heart_Disease,"Buke jeno pathor chap diya rakhche! Hat-pa kape, kokhono kokhono gham hote thake. Amar ki hoise bole paren?"
Heart_Disease,"Ami to ekdom kahil! Hotat khub durbol lage, buke tightness, kokhono kokhono thanda gham hoy. Hridspandan kemon jeno oniyomito hoy."
Heart_Disease,"Hay Allah! Hotat korei buke dhoras kore byatha, galay kemon jeno chap lage. Matha ghurtase, ami to khub voy paisi doctor!"
Heart_Disease,"Doctor saheb, buke ki jeno chap diya rakhche! Hamp dhore asche, hate tan tan byatha. Ektu hatlei ghame vije jai."
Heart_Disease,"Doctor bhai, ektu kaj korlei buke tibro byatha, kokhono kokhono shash nite pari na. Byathata kandheo chhoriye, khub tension lagtesi."
Heart_Disease,"Buker vetore kemon jeno tan tan kortese, kokhono kokhono byatha golar dike uthe ashe. Ghome jai, khub osusthi lage doctor."
Heart_Disease,"Hay Allah! Hotat korei buke dhoras kore byatha, galay kemon jeno chap lage. Matha ghurtase, ami to khub voy paisi doctor!"
Heart_Disease,"Got tin din dhira buke chap, hate halka jhijhi dhore. Kokhono kokhono shash nite kosto hoy. Ami ki korb ekhon?"
Heart_Disease,"Doctor bhai, ektu kaj korlei buke tibro byatha, kokhono kokhono shash nite pari na. Byathata kandheo chhoriye, khub tension lagtesi."
Heart_Disease,"Doctor saheb, got dui din dhira buke chap, kokhono kokhono byatha hate chhoriye. Hridspondan druto hoy, ami khub chintito."
Heart_Disease,"Ami to ekdom kahil! Hotat khub durbol lage, buke tightness, kokhono kokhono thanda gham hoy. Hridspandan kemon jeno oniyomito hoy."
Heart_Disease,"Buke emon jwalapora kortese, jeno morich lagche! Byathata kandheo jai, kokhono kokhono vomi-vomi lage. Eita ki heart-er shomossha?"
Heart_Disease,"Got tin din dhira buke chap, hate halka jhijhi dhore. Kokhono kokhono shash nite kosto hoy. Ami ki korb ekhon?"
Heart_Disease,"Doctor sab, sirri diye uthle hotat shashkoshto hoy, hate jhijhi dhore. Matha ghurtase, ami ekhon ki kormu?"
Heart_Disease,"Doctor saheb, hotat buke dhoras kore byatha, kokhono kokhono gham ar matha ghura. Voy lagtesi, ekdom bhalo lagtesi na."
Heart_Disease,"Hay Allah! Hotat korei buke dhoras kore byatha, galay kemon jeno chap lage. Matha ghurtase, ami to khub voy paisi doctor!"
Heart_Disease,"Doctor saheb, buke ki jeno chap diya rakhche! Hamp dhore asche, hate tan tan byatha. Ektu hatlei ghame vije jai."
Heart_Disease,"Got tin din dhira buke chap, hate halka jhijhi dhore. Kokhono kokhono shash nite kosto hoy. Ami ki korb ekhon?"
Heart_Disease,"Doctor bhai, ektu kaj korlei buke tibro byatha, kokhono kokhono shash nite pari na. Byathata kandheo chhoriye, khub tension lagtesi."
Heart_Disease,"Buke emon jwalapora kortese, jeno morich lagche! Byathata kandheo jai, kokhono kokhono vomi-vomi lage. Eita ki heart-er shomossha?"
Heart_Disease,"Doctor sab, sirri diye uthle hotat shashkoshto hoy, hate jhijhi dhore. Matha ghurtase, ami ekhon ki kormu?"
Heart_Disease,"Got tin din dhira buke chap, hate halka jhijhi dhore. Kokhono kokhono shash nite kosto hoy. Ami ki korb ekhon?"
Heart_Disease,"Hay Allah! Hotat korei buke dhoras kore byatha, galay kemon jeno chap lage. Matha ghurtase, ami to khub voy paisi doctor!"
Heart_Disease,"Buke emon jwalapora kortese, jeno morich lagche! Byathata kandheo jai, kokhono kokhono vomi-vomi lage. Eita ki heart-er shomossha?"
Heart_Disease,"Hay Allah! Hotat korei buke dhoras kore byatha, galay kemon jeno chap lage. Matha ghurtase, ami to khub voy paisi doctor!"
Heart_Disease,"Hotat korei buk dhorfod, bahuta obosh hoye jai. Kokhono kokhono matha ghora ar vomi bhab. Eita kotota serious doctor?"
Heart_Disease,"Doctor saheb, hotat buke dhoras kore byatha, kokhono kokhono gham ar matha ghura. Voy lagtesi, ekdom bhalo lagtesi na."
Heart_Disease,"Got tin din dhira buke chap, hate halka jhijhi dhore. Kokhono kokhono shash nite kosto hoy. Ami ki korb ekhon?"
Heart_Disease,"Doctor sab, sirri diye uthle hotat shashkoshto hoy, hate jhijhi dhore. Matha ghurtase, ami ekhon ki kormu?"
Heart_Disease,"Buke jeno pathor chap diya rakhche! Hat-pa kape, kokhono kokhono gham hote thake. Amar ki hoise bole paren?"
Heart_Disease,"Doctor bhai, ektu hatahati korlei bukta dhorfod kore, byathata pith-e chhoriya jai. Kokhono kokhono shash nite kosto hoy."
Heart_Disease,"Buke tightness, nisshash nite kosto, kokhono kokhono byatha golar dike uthe. Hridspandan oniyomito, ami to khub panic kortesi doctor!"
Heart_Disease,"Got tin din dhira buke chap, hate halka jhijhi dhore. Kokhono kokhono shash nite kosto hoy. Ami ki korb ekhon?"
Heart_Disease,"Doctor bhai, ektu hatahati korlei bukta dhorfod kore, byathata pith-e chhoriya jai. Kokhono kokhono shash nite kosto hoy."
Heart_Disease,"Got tin din dhira buke chap, hate halka jhijhi dhore. Kokhono kokhono shash nite kosto hoy. Ami ki korb ekhon?"
Heart_Disease,"Doctor bhai, ektu hatahati korlei bukta dhorfod kore, byathata pith-e chhoriya jai. Kokhono kokhono shash nite kosto hoy."
Heart_Disease,"Buke jeno pathor chap diya rakhche! Hat-pa kape, kokhono kokhono gham hote thake. Amar ki hoise bole paren?"
Heart_Disease,"Doctor saheb, got dui din dhira buke chap, kokhono kokhono byatha hate chhoriye. Hridspondan druto hoy, ami khub chintito."
Heart_Disease,"Doctor sab, ami khub osusth. Buke byatha, kokhono kokhono matha ghura, hatahati korle byatha barhe. Eita ki heart attack-er lokkho?"
Heart_Disease,"Doctor sab, sirri diye uthle hotat shashkoshto hoy, hate jhijhi dhore. Matha ghurtase, ami ekhon ki kormu?"
Heart_Disease,"Doctor bhai, ektu hatahati korlei bukta dhorfod kore, byathata pith-e chhoriya jai. Kokhono kokhono shash nite kosto hoy."
Heart_Disease,"Doctor saheb, buke ki jeno chap diya rakhche! Hamp dhore asche, hate tan tan byatha. Ektu hatlei ghame vije jai."
Heart_Disease,"Doctor saheb, buke ki jeno chap diya rakhche! Hamp dhore asche, hate tan tan byatha. Ektu hatlei ghame vije jai."
Heart_Disease,"Hay Allah! Hotat korei buke dhoras kore byatha, galay kemon jeno chap lage. Matha ghurtase, ami to khub voy paisi doctor!"
Heart_Disease,"Hay Allah! Hotat korei buke dhoras kore byatha, galay kemon jeno chap lage. Matha ghurtase, ami to khub voy paisi doctor!"
Heart_Disease,"Doctor saheb, hotat buke dhoras kore byatha, kokhono kokhono gham ar matha ghura. Voy lagtesi, ekdom bhalo lagtesi na."
